[2026-05-27 09:43:01] center-shift MMMD config: {"B_boot": 500, "alpha": 0.05, "checkpoint_path": "/home/dechao/kernel_two-sample/dechao_reproduction/pathmnist_center_shift_mmmd/shared_model/models/pathmnist_cnn_checkpoint.pt", "dataset": "PathMNIST-28", "inner_repetitions": 500, "labels": [6, 8], "methods": ["raw_pixel_gaussian5", "cnn_final_fc128_gaussian5", "cnn_multilayer_single_gaussian", "cnn_multilayer_gaussian15"], "n_grid": [20, 30, 50, 80, 100], "n_tests_per_cell_actual": 5000, "outer_repetitions": 10, "seed": 20260527, "settings": ["H1_source_vs_external"], "split_path": "/home/dechao/kernel_two-sample/dechao_reproduction/pathmnist_center_shift_mmmd/configs/center_shift_split_seed2026_holdout20.npz"}
[2026-05-27 09:43:04] extracting frozen CNN embeddings for source_holdout_pool
[2026-05-27 10:07:02] progress label=8 setting=H1_source_vs_external n=100 outer_iter=10/10 inner_iter=100/500
[2026-05-27 10:07:04] progress label=8 setting=H1_source_vs_external n=100 outer_iter=10/10 inner_iter=150/500
[2026-05-27 10:07:06] progress label=8 setting=H1_source_vs_external n=100 outer_iter=10/10 inner_iter=200/500
[2026-05-27 10:07:08] progress label=8 setting=H1_source_vs_external n=100 outer_iter=10/10 inner_iter=250/500
[2026-05-27 10:07:10] progress label=8 setting=H1_source_vs_external n=100 outer_iter=10/10 inner_iter=300/500
[2026-05-27 10:07:13] progress label=8 setting=H1_source_vs_external n=100 outer_iter=10/10 inner_iter=350/500
[2026-05-27 10:07:15] progress label=8 setting=H1_source_vs_external n=100 outer_iter=10/10 inner_iter=400/500
[2026-05-27 10:07:17] progress label=8 setting=H1_source_vs_external n=100 outer_iter=10/10 inner_iter=450/500
[2026-05-27 10:07:19] progress label=8 setting=H1_source_vs_external n=100 outer_iter=10/10 inner_iter=500/500
[2026-05-27 10:07:26] finished label=8 setting=H1_source_vs_external n=100 outer_iter=10/10 inner_repetitions=500 in 28.90s
[2026-05-27 10:07:32] center-shift MMMD run complete
